title_raw,year,journal_raw,doi_raw,score,razones
Role of carbonate in light-driven periodate activation for efficient tetracycline abatement,2025,Journal of Cleaner Production,10.1016/j.jclepro.2025.147125,18,EXCL: no menciona adsorcion ni adsorbente
"Efficiently activate PMS through Co2+/Co3+ cycle anchored on covalent organic framework to degrade 2,4-DCP: Performance and pathway exploration",2025,Separation and Purification Technology,10.1016/j.seppur.2025.134431,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Ciprofloxacin-Mediated electron transfer in deep orbital-hybridized In-MOF for enhanced photocatalysis,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134362,40,EXCL: no menciona medio acuoso
Peroxymonocarbonate activation via carbon nanofibers supported manganese for efficient norfloxacin degradation,2025,Separation and Purification Technology,10.1016/j.seppur.2025.134291,25,EXCL: no menciona medio acuoso
Core-shell ZIF-67/MoS2 heterojunction microneedle accelerates wound healing via enhanced photothermal nanozyme-like activities,2025,Chemical Engineering Journal,10.1016/j.cej.2025.171230,23,EXCL: no menciona medio acuoso
Ln-MOF based magnetic composite nanosensor for sensitive dual-mode fluorescence/colorimetric detection of fluoroquinolones,2025,Food Chemistry,10.1016/j.foodchem.2025.146313,38,EXCL: no menciona medio acuoso
An improved pretreatment method for efficient detection of antibiotic residues in aquatic products by LC-MS/MS,2025,Journal of Pharmaceutical and Biomedical Analysis,10.1016/j.jpba.2025.117114,28,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Advanced internally bridged silica core-shell nanocarriers: Design and applications,2025,Journal of Colloid and Interface Science,10.1016/j.jcis.2025.138627,12,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Sulfur-doped FeP enables a pH-induced switch from ·OH to Fe(IV)=O for efficient sulfamethoxazole degradation via Fenton-like catalysis,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125712,17,EXCL: no menciona medio acuoso
Effects of Saccharomyces cerevisiae postbiotics on growth performance and feed utilization of Nile Tilapia fingerlings,2025,"East African Journal of Science, Technology and Innovation",10.37425/ygz6nj77,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Integrating Experiments and Machine Learning Modeling to Assess the Half-Wave Potentials of Antibiotics,2025,ACS ES and T Engineering,10.1021/acsestengg.5c00569,26,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Interface-electronically engineered MOF-on-MOF heterojunctions exhibiting dual light-driven functions: Synergistic fluorescence diagnosis and photocatalytic remediation of antibiotic contamination,2025,Journal of Molecular Structure,10.1016/j.molstruc.2025.143183,30,EXCL: no menciona medio acuoso
Fluorine-induced spin-state tuning in Co3O4 enhances nonradical peroxymonosulfate activation efficiency,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125574,3,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Synergetic oxygen vacancy and homologous heterojunction into BiOCl/Bi2Fe4O9 for levofloxacin photodegradation: insight of Ov-O*-PMS intermediate toward efficient 1O2 generation,2025,Separation and Purification Technology,10.1016/j.seppur.2025.133854,18,EXCL: no menciona medio acuoso
Improved methodology to survey veterinary antibiotics in environmental samples using µSPEed microextraction followed by ultraperformance liquid chromatography,2025,Communications Chemistry,10.1038/s42004-025-01454-w,38,EXCL: no menciona adsorcion ni adsorbente
Gut microbiota-mediated bile acid transformations regulate the transport of aflatoxin B1 from the intestine to the liver in piglets,2025,Journal of Animal Science and Biotechnology,10.1186/s40104-025-01169-x,22,EXCL: no menciona medio acuoso
Zeolitic imidazolium framework (ZIF-8) and their derivative-based material for antibacterial study: a comprehensive review,2025,Discover Materials,10.1007/s43939-025-00229-3,30,EXCL: no menciona medio acuoso
Modification of Fe3O4 magnetic nanoparticles for antibiotic detection,2025,Scientific Reports,10.1038/s41598-025-87901-z,43,EXCL: no menciona medio acuoso
Unraveling the levels of emerging contaminants along the eastern Mediterranean Sea,2025,Scientific Reports,10.1038/s41598-025-89027-8,12,EXCL: no menciona adsorcion ni adsorbente
Optimization of citrulline production from a Bacillus subtilis BH-01 isolated from raw buffalo milk,2025,BMC Microbiology,10.1186/s12866-025-03768-0,8,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Endocrine Disrupting Chemicals: An Overview of Their Toxicity and Implications,2025,Journal of Chemical Health Risks,10.60829/JCHR.2024.22635,24,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Antimicrobial membranes based on polycaprolactone:pectin blends reinforced with zeolite faujasite for cloxacillin-controlled release,2025,Discover Nano,10.1186/s11671-024-04161-y,16,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
"Kinetics, central composite design and artificial neural network modelling of ciprofloxacin antibiotic photodegradation using fabricated cobalt-doped zinc oxide nanoparticles",2025,Scientific Reports,10.1038/s41598-024-84568-w,56,EXCL: no menciona medio acuoso
Synergistic Enhancement of Mechanical Strength and Antibacterial Activity in 3D Core–Shell Bone Scaffolds Incorporating Phosphate-Modified Pomegranate Peel Powder Within Polylactic Acid/Poly (Glycerol-Succinic Acid) Composite,2025,Journal of Polymers and the Environment,10.1007/s10924-024-03296-4,3,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
"Metagenomic insights of antibiotic resistance genes in Laguna Lake, Phillipines through nanopore sequencing",2025,Journal of Applied and Natural Science,10.31018/jans.v17i4.7044,4,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Biogenic Luminescent Zinc Oxide Nanoparticles From Centratherum punctatum: Their Synthesis Optimization Through Box–Behnken Design and Its Antimicrobial Property and Photocatalytic Dye Degradation,2025,Luminescence,10.1002/bio.70394,29,EXCL: no menciona medio acuoso
Susceptibility of a peri-urban water supply and sanitation system to selected emerging micropollutants,2025,Scientific Reports,10.1038/s41598-025-28464-x,44,EXCL: no menciona adsorcion ni adsorbente
Efficient adsorption and sensitive detection of tetracycline antibiotics based on pyrene-functionalized Cu-MOF,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.119277,67,EXCL: no menciona medio acuoso
"Biological Activities of Stachys rupestris, Development of S. rupestris Extract-Loaded Alginate Films as Wound Dressing",2025,Pharmaceuticals,10.3390/ph18121868,19,EXCL: no menciona medio acuoso
From Waste to Resource: Algal–Bacterial Systems and Immobilization Techniques in Aquaculture Effluent Treatment,2025,Clean Technologies,10.3390/cleantechnol7040097,14,EXCL: no menciona adsorcion ni adsorbente
"Fertilization fallout and fish fertility in low-silt ponds: studying the impacts on soil properties, water quality, immune-physiological response, and reproductive performance in red tilapia broodstock under saline conditions and plant-based diets",2025,BMC Veterinary Research,10.1186/s12917-025-05127-7,14,EXCL: no menciona adsorcion ni adsorbente
The Immunostimulatory Effect of MIL-101(Al)-NH2 In Vivo and Its Potential to Overcome Bacterial Resistance to Penicillin Enhanced by Hypericin-Induced Photodynamic Therapy,2025,International Journal of Molecular Sciences,10.3390/ijms262311681,7,EXCL: no menciona medio acuoso
Iohexol as an Emerging Contaminant Potentially Influencing Structural and Functional Changes in the Activated Sludge Microbiome,2025,Molecules,10.3390/molecules30234641,12,EXCL: no menciona adsorcion ni adsorbente
Regional Circulation and Fate of Typical Antibiotic Discharges in the Yangtze River Estuarine Region,2025,Water (Switzerland),10.3390/w17233384,18,EXCL: no menciona adsorcion ni adsorbente
"Deep eutectic solvent-based nanofluid in vortex-assisted liquid–liquid microextraction of two antibiotics in milk: Application of the method in evaluating the effects of ultraviolet and microwave radiation, as well as sonication on antibiotic decontamination",2025,Food Chemistry: X,10.1016/j.fochx.2025.103352,23,EXCL: no menciona medio acuoso
Microplastics as emerging contaminants in the food chain: Assessing exposure and threats to consumers,2025,Food Bioscience,10.1016/j.fbio.2025.108035,6,EXCL: no menciona adsorcion ni adsorbente
"NIR laser triggered carbon monoxide, type I photodynamic and photothermal synergistic treatment of bacterial infected wounds",2025,Materials and Design,10.1016/j.matdes.2025.115275,8,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
"Effect of zinc oxide nanoparticles (nZnO) on antioxidant defense, lignin metabolism and cadmium subcellular distribution in lettuce (Lactuca sativa L) under low-dose cadmium stress (hormesis)",2025,PLOS ONE,10.1371/journal.pone.0337953,16,EXCL: no menciona medio acuoso
Advances in Constructing Robust Bimetallic Metal–Organic Frameworks for Antibiotic Analysis,2025,Journal of Analysis and Testing,10.1007/s41664-025-00412-8,46,EXCL: no menciona medio acuoso
"Extraction of mandelic acid with ionic liquids: parametric study, model and process optimization with L-SHADE",2025,Scientific Reports,10.1038/s41598-025-26825-0,14,EXCL: no menciona adsorcion ni adsorbente
Meta-analysis reveals the effect of biochar on sulfonamides and tetracyclines in soil,2025,Scientific Reports,10.1038/s41598-025-26556-2,49,EXCL: no menciona medio acuoso
Construction of a multifunctional catalyst with bifunctional channel and inner electric field through surface grafting of β-Cyclodextrin,2025,Journal of Environmental Management,10.1016/j.jenvman.2025.128160,7,EXCL: no menciona medio acuoso
"Safe recycling of oxytetracycline fermentation residue by thermal pretreatment coupled with compost: Antibiotic degradation, resistance gene removal, nutrient release, and soil improvement",2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120350,22,EXCL: no menciona medio acuoso
Degradation of antibiotics using BiVO₄/ZnO photocatalysts: effect of composition on photocatalytic performance,2025,Journal of Materials Science: Materials in Electronics,10.1007/s10854-025-16211-x,25,EXCL: no menciona medio acuoso
Deciphering the roles of red mud pretreatment on high-solid semi-continuous anaerobic digestion of kitchen waste: Performance and mechanisms,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.119492,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Bioinspired tetracycline absorbent based on waste cotton fabric and leaf-like zeolitic imidazolate frameworks,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.119655,48,EXCL: no menciona medio acuoso
"ZnAl-MMO, synthesized with Al extracted from saline slags, combined with carbon nitride and gold nanoparticles for the catalytic photodegradation of antibiotic norfloxacin",2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.119255,32,EXCL: no menciona medio acuoso
Health risk and benefit assessment methods for antibiotic resistance bacteria/genes in the environment: A critical review,2025,Journal of Environmental Management,10.1016/j.jenvman.2025.128071,31,EXCL: no menciona medio acuoso
Piper chaba mediated synthesis of silver nanoparticles to control multidrug-resistant diarrheagenic fecal pathogens,2025,Biochemistry and Biophysics Reports,10.1016/j.bbrep.2025.102353,41,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Cobalt-zirconium core-shell oxide nanocatalyst for enhanced peroxymonosulfate activation and levofloxacin degradation,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120348,12,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Clinical Pharmacokinetic-Pharmacodynamic Relationships of Pharmacological Strategies for Attenuating p-Cresyl Sulfate in Patients with Kidney Disease,2025,Clinical Pharmacokinetics,10.1007/s40262-025-01587-0,14,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Nano-silicon mitigates sulfamethoxazole-induced stress in wheat seedlings: Integrated transcriptomic and metabolomic analysis,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.119896,31,EXCL: no menciona medio acuoso
Impacts of tetracycline-lead co-contamination on soil ecosystem functions and remediation using green-synthesized iron-graphene oxide nanocomposites,2025,Applied Soil Ecology,10.1016/j.apsoil.2025.106533,22,EXCL: no menciona medio acuoso
Preparation of diatom frustules incorporated with protein A-fused C-terminal silica-binding peptide and interpenetrating polymer network for targeted drug delivery,2025,World Journal of Microbiology and Biotechnology,10.1007/s11274-025-04678-z,9,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Synergistic engineering of sulfur-doped g-C3N5 encapsulating Na-intercalated PTCDA-NiCoMn for the selective quantification of the antibiotic metronidazole,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120150,27,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Solid-state synthesized Pd-doped ZnO for efficient and stable photocatalytic degradation of metronidazole,2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120314,16,EXCL: no menciona medio acuoso
"Environmental fate of complex antibiotics in aquatic systems and its degradation by electrochemical advanced oxidation process: A holistic review of process variables, mechanistic insights, and implications",2025,Journal of Environmental Chemical Engineering,10.1016/j.jece.2025.120267,40,EXCL: no menciona adsorcion ni adsorbente
Photocatalytic degradation of tetracycline by TiO2/PVDF film photocatalyst: degradation mechanism and intermediates analysis,2025,Discover Nano,10.1186/s11671-025-04384-7,22,EXCL: no menciona adsorcion ni adsorbente
AlZn LDH/rGO/PANI-modified electrochemical sensor for ultrasensitive detection of balofloxacin in pharmaceutical and biological matrices,2025,Microchemical Journal,10.1016/j.microc.2025.116168,27,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
